-0.0812	-0.081279	-0.081366	-0.081464	-0.081579	-0.081716	-0.08188	-0.082077	-0.08231	-0.082583	-0.082897	-0.083251	-0.083642	-0.084064	-0.084508	-0.084966	-0.085426	-0.085876	-0.086306	-0.086706	-0.087068	-0.087384	-0.087649	-0.087852	-0.087973	-0.087973	-0.087775	-0.087226	-0.086037	-0.083638	-0.078855	-0.069066	-0.048042	-0.0048087	0.048803	0.046464	-0.011795	-0.059589	-0.085033	-0.099058	-0.10786	-0.11405	-0.11879	-0.12266	-0.12598	-0.12893	-0.13163	-0.13416	-0.13657	-0.13893	-0.14129	-0.14371	-0.14627	-0.14909	-0.15235	-0.15637	-0.16174	-0.16964	-0.18267	-0.20705	-0.25374	-0.31086	-0.31207	-0.25736	-0.21309	-0.19114	-0.18054	-0.17511	-0.17221	-0.17069	-0.16997	-0.16972	-0.16978	-0.17004	-0.17043	-0.1709	-0.17144	-0.17201	-0.1726	-0.17321	-0.17383	-0.17444	-0.17506	-0.17568	-0.17629	-0.1769	-0.17752	-0.17813	-0.17875	-0.17937	-0.18	-0.18063	-0.18127	-0.18192	-0.18257	-0.18323	-0.18389	-0.18454	-0.18519	-0.18582	-0.18643	-0.18701	-0.18755	-0.18803	-0.18845	-0.18879	-0.18904	-0.18921	-0.18927	-0.18924	-0.18911	-0.18888	-0.18858	-0.18821	-0.18779	-0.18734	-0.18688	-0.18644	-0.18604	-0.18569	-0.18542	-0.18524	-0.18516	-0.1852	-0.18535	-0.18562	-0.186	-0.18648	-0.18704	-0.18763	-0.18824	-0.18881	-0.18931	-0.1897	-0.18994	-0.19003	-0.18998	-0.18979	-0.18951	-0.18919	-0.18889	-0.1887	-0.18869	-0.18901	-0.18985	-0.19151	-0.19458	-0.20024	-0.21109	-0.23334	-0.27793	-0.333	-0.3322	-0.27554	-0.22939	-0.20564	-0.19336	-0.18638	-0.18212	-0.17945	-0.17783	-0.17699	-0.1768	-0.17718	-0.17806	-0.1794	-0.18109	-0.18304	-0.18507	-0.18702	-0.18873	-0.19008	-0.191	-0.19149	-0.19156	-0.1912	-0.1904	-0.18913	-0.18741	-0.18528	-0.18289	-0.1804	-0.17799	-0.17579	-0.17387	-0.17221	-0.1707	-0.1691	-0.16715	-0.1646	-0.16127	-0.15715	-0.15237	-0.14717	-0.14182	-0.13653	-0.13146	-0.1267	-0.12231	-0.11827
-0.080573	-0.080592	-0.080615	-0.080646	-0.080691	-0.080757	-0.080851	-0.080977	-0.081143	-0.081352	-0.081606	-0.081902	-0.082237	-0.082601	-0.082983	-0.083368	-0.083739	-0.084077	-0.084365	-0.084585	-0.084722	-0.08476	-0.084684	-0.084476	-0.084103	-0.083509	-0.082588	-0.081147	-0.078838	-0.075037	-0.068628	-0.05767	-0.039241	-0.011876	0.013399	0.010897	-0.019342	-0.051559	-0.074659	-0.090049	-0.10061	-0.10826	-0.11412	-0.11881	-0.12273	-0.1261	-0.12907	-0.13176	-0.13423	-0.13654	-0.13873	-0.14085	-0.14294	-0.14505	-0.14728	-0.14974	-0.1527	-0.15667	-0.16302	-0.17585	-0.20538	-0.24759	-0.24884	-0.20912	-0.18209	-0.17177	-0.16795	-0.16653	-0.16616	-0.16631	-0.16674	-0.16733	-0.16801	-0.16875	-0.16951	-0.17028	-0.17106	-0.17183	-0.17258	-0.17333	-0.17405	-0.17477	-0.17546	-0.17615	-0.17682	-0.17748	-0.17814	-0.17879	-0.17945	-0.18011	-0.18077	-0.18144	-0.18212	-0.18281	-0.18351	-0.18422	-0.18493	-0.18564	-0.18635	-0.18705	-0.18772	-0.18836	-0.18896	-0.18951	-0.18998	-0.19036	-0.19064	-0.19082	-0.19087	-0.19081	-0.19063	-0.19033	-0.18994	-0.18946	-0.18892	-0.18835	-0.18777	-0.1872	-0.18668	-0.18622	-0.18586	-0.1856	-0.18547	-0.18548	-0.18564	-0.18594	-0.18639	-0.18695	-0.18762	-0.18834	-0.18908	-0.18977	-0.19036	-0.19079	-0.19102	-0.19101	-0.19077	-0.19032	-0.18971	-0.18897	-0.18818	-0.18739	-0.18666	-0.18606	-0.18567	-0.18562	-0.18614	-0.18775	-0.1918	-0.20239	-0.22971	-0.26975	-0.26886	-0.22705	-0.19798	-0.18571	-0.18004	-0.17691	-0.17502	-0.17388	-0.17332	-0.17328	-0.17374	-0.17471	-0.1762	-0.17821	-0.18065	-0.1834	-0.18627	-0.18901	-0.19138	-0.19322	-0.19447	-0.19517	-0.19538	-0.19514	-0.1944	-0.19307	-0.19111	-0.18859	-0.18569	-0.1827	-0.17989	-0.1775	-0.17564	-0.17431	-0.17333	-0.17238	-0.171	-0.16875	-0.16532	-0.16069	-0.1551	-0.14898	-0.14273	-0.13667	-0.13101	-0.12581	-0.12111	-0.11688
-0.079948	-0.079902	-0.079855	-0.079813	-0.079783	-0.079771	-0.079787	-0.079839	-0.079934	-0.080077	-0.080271	-0.080514	-0.080801	-0.08112	-0.081454	-0.081783	-0.082083	-0.082329	-0.082492	-0.082548	-0.082474	-0.082248	-0.08185	-0.08126	-0.080447	-0.079358	-0.077897	-0.075893	-0.073054	-0.068906	-0.062748	-0.053723	-0.041362	-0.027303	-0.017677	-0.02038	-0.035363	-0.054634	-0.071974	-0.08567	-0.096136	-0.1042	-0.11056	-0.11572	-0.12001	-0.12365	-0.1268	-0.12958	-0.13204	-0.13425	-0.13623	-0.13801	-0.13958	-0.14092	-0.14198	-0.14267	-0.14273	-0.14167	-0.13814	-0.12804	-0.10117	-0.061551	-0.062836	-0.10502	-0.13448	-0.14717	-0.15332	-0.15702	-0.15962	-0.16166	-0.16336	-0.16485	-0.1662	-0.16743	-0.16858	-0.16967	-0.17069	-0.17166	-0.17258	-0.17346	-0.1743	-0.1751	-0.17588	-0.17663	-0.17735	-0.17807	-0.17877	-0.17946	-0.18015	-0.18084	-0.18154	-0.18225	-0.18296	-0.1837	-0.18444	-0.1852	-0.18597	-0.18674	-0.18752	-0.18829	-0.18904	-0.18976	-0.19044	-0.19105	-0.19159	-0.19203	-0.19235	-0.19255	-0.1926	-0.1925	-0.19226	-0.19188	-0.19138	-0.19077	-0.19009	-0.18937	-0.18863	-0.18791	-0.18725	-0.18666	-0.18619	-0.18584	-0.18565	-0.18562	-0.18578	-0.18612	-0.18664	-0.18732	-0.18814	-0.18904	-0.18997	-0.19084	-0.19158	-0.19209	-0.19232	-0.19222	-0.19178	-0.19103	-0.19002	-0.18881	-0.18746	-0.18601	-0.1845	-0.1829	-0.18117	-0.17919	-0.1767	-0.17317	-0.16724	-0.1548	-0.1256	-0.083686	-0.082695	-0.12263	-0.14988	-0.16043	-0.16452	-0.16631	-0.1672	-0.16776	-0.16832	-0.16906	-0.17015	-0.17171	-0.17383	-0.17656	-0.17988	-0.18365	-0.18761	-0.19138	-0.19459	-0.19698	-0.1985	-0.19932	-0.19965	-0.19958	-0.19899	-0.19765	-0.1954	-0.19228	-0.18859	-0.1848	-0.18137	-0.17865	-0.17686	-0.17602	-0.17591	-0.17607	-0.17575	-0.17413	-0.17063	-0.16521	-0.15837	-0.15089	-0.14342	-0.13641	-0.13007	-0.12442	-0.11945	-0.11506
-0.079328	-0.079213	-0.079091	-0.078969	-0.078855	-0.078758	-0.078688	-0.078657	-0.078675	-0.078749	-0.078886	-0.079082	-0.079333	-0.079622	-0.07993	-0.080227	-0.080483	-0.080662	-0.080727	-0.080642	-0.080378	-0.079907	-0.079208	-0.078264	-0.077059	-0.075565	-0.073729	-0.071446	-0.068539	-0.064748	-0.059766	-0.053413	-0.046057	-0.03926	-0.03597	-0.038924	-0.04806	-0.060518	-0.073237	-0.084555	-0.094032	-0.10181	-0.10819	-0.11348	-0.11792	-0.12168	-0.12491	-0.1277	-0.13011	-0.13219	-0.13395	-0.13538	-0.13644	-0.13705	-0.13705	-0.13616	-0.13379	-0.1288	-0.11857	-0.096912	-0.052879	0.0016599	0.00033988	-0.056842	-0.10353	-0.12786	-0.14078	-0.14849	-0.15362	-0.15732	-0.16018	-0.16251	-0.16448	-0.1662	-0.16773	-0.16911	-0.17037	-0.17153	-0.17262	-0.17363	-0.17457	-0.17547	-0.17632	-0.17713	-0.17791	-0.17866	-0.1794	-0.18013	-0.18085	-0.18157	-0.1823	-0.18304	-0.18379	-0.18457	-0.18536	-0.18617	-0.187	-0.18784	-0.1887	-0.18955	-0.19039	-0.1912	-0.19198	-0.19268	-0.1933	-0.19382	-0.19419	-0.19442	-0.19447	-0.19434	-0.19403	-0.19355	-0.19292	-0.19216	-0.19131	-0.1904	-0.18948	-0.18858	-0.18774	-0.18699	-0.18638	-0.18592	-0.18565	-0.18558	-0.18574	-0.18612	-0.18673	-0.18756	-0.18857	-0.18971	-0.1909	-0.19204	-0.19301	-0.19369	-0.19397	-0.19378	-0.19311	-0.19201	-0.19054	-0.18879	-0.18683	-0.18471	-0.18241	-0.17987	-0.17691	-0.17322	-0.1682	-0.16065	-0.14794	-0.12385	-0.077392	-0.020435	-0.019334	-0.074096	-0.11838	-0.14034	-0.15097	-0.15652	-0.15966	-0.16163	-0.16311	-0.1645	-0.1661	-0.16814	-0.17083	-0.17431	-0.17863	-0.18368	-0.18912	-0.19435	-0.19867	-0.20162	-0.20322	-0.20393	-0.20429	-0.20452	-0.20434	-0.2032	-0.2006	-0.19656	-0.1916	-0.18653	-0.1821	-0.17885	-0.1771	-0.17694	-0.17819	-0.18022	-0.18185	-0.1815	-0.17796	-0.17118	-0.16228	-0.15273	-0.14361	-0.13546	-0.12841	-0.12237	-0.11719	-0.11274
-0.078719	-0.07853	-0.078328	-0.078118	-0.077911	-0.077717	-0.07755	-0.077426	-0.077358	-0.07736	-0.077439	-0.077596	-0.077824	-0.078105	-0.078414	-0.078713	-0.07896	-0.079109	-0.07911	-0.078918	-0.07849	-0.077794	-0.07681	-0.075528	-0.073956	-0.072108	-0.069995	-0.067606	-0.064898	-0.061794	-0.058235	-0.054313	-0.050481	-0.047737	-0.047468	-0.050735	-0.057461	-0.066432	-0.076111	-0.085368	-0.093648	-0.1008	-0.1069	-0.11208	-0.11649	-0.12024	-0.12346	-0.1262	-0.12852	-0.13045	-0.13198	-0.1331	-0.13374	-0.13377	-0.13299	-0.13103	-0.12728	-0.12063	-0.10916	-0.089991	-0.061701	-0.035366	-0.036719	-0.065762	-0.09677	-0.11868	-0.13291	-0.14235	-0.14894	-0.15379	-0.15752	-0.16053	-0.16302	-0.16516	-0.16702	-0.16867	-0.17015	-0.17149	-0.17273	-0.17386	-0.17491	-0.17588	-0.1768	-0.17766	-0.17849	-0.17928	-0.18004	-0.1808	-0.18154	-0.18229	-0.18305	-0.18382	-0.18461	-0.18542	-0.18626	-0.18712	-0.18802	-0.18894	-0.18987	-0.19082	-0.19176	-0.19269	-0.19358	-0.1944	-0.19513	-0.19574	-0.19619	-0.19646	-0.19652	-0.19636	-0.19598	-0.19538	-0.19459	-0.19364	-0.19258	-0.19145	-0.1903	-0.18918	-0.18813	-0.1872	-0.18642	-0.18583	-0.18545	-0.18532	-0.18546	-0.18589	-0.1866	-0.1876	-0.18886	-0.19032	-0.19189	-0.19342	-0.19475	-0.19569	-0.19608	-0.19582	-0.19489	-0.19335	-0.19133	-0.18897	-0.18636	-0.18357	-0.18056	-0.17722	-0.17333	-0.16849	-0.16201	-0.15276	-0.13876	-0.11709	-0.086293	-0.057425	-0.056208	-0.082647	-0.11103	-0.13032	-0.14197	-0.14893	-0.1532	-0.15597	-0.15797	-0.15972	-0.16159	-0.16392	-0.16703	-0.17119	-0.17661	-0.18329	-0.19082	-0.19825	-0.20422	-0.20771	-0.20886	-0.20884	-0.20897	-0.20979	-0.21069	-0.21028	-0.20735	-0.20179	-0.1947	-0.18758	-0.18161	-0.17752	-0.1757	-0.17639	-0.17957	-0.18469	-0.18997	-0.19229	-0.18876	-0.17932	-0.16675	-0.15403	-0.14277	-0.13339	-0.12572	-0.11944	-0.11423	-0.10984
-0.078129	-0.077862	-0.077572	-0.077266	-0.076953	-0.076649	-0.07637	-0.076137	-0.075972	-0.075892	-0.075912	-0.076037	-0.07626	-0.076561	-0.076906	-0.07725	-0.077536	-0.077704	-0.077689	-0.07743	-0.076872	-0.075973	-0.07471	-0.073084	-0.07113	-0.068913	-0.066529	-0.064079	-0.061654	-0.059317	-0.057129	-0.055222	-0.053901	-0.05369	-0.055209	-0.058867	-0.064571	-0.071724	-0.079513	-0.087228	-0.094418	-0.10087	-0.10654	-0.11146	-0.1157	-0.11935	-0.12247	-0.12511	-0.12731	-0.12909	-0.13043	-0.1313	-0.13162	-0.13127	-0.13005	-0.12763	-0.12353	-0.11707	-0.10743	-0.094176	-0.079019	-0.068152	-0.069533	-0.083166	-0.1011	-0.11715	-0.12962	-0.13894	-0.14594	-0.15132	-0.15557	-0.15903	-0.16192	-0.16438	-0.16651	-0.16839	-0.17007	-0.17157	-0.17293	-0.17417	-0.17531	-0.17636	-0.17733	-0.17824	-0.1791	-0.17991	-0.1807	-0.18148	-0.18224	-0.183	-0.18378	-0.18457	-0.18539	-0.18624	-0.18713	-0.18805	-0.18901	-0.19001	-0.19104	-0.19209	-0.19316	-0.19421	-0.19524	-0.19621	-0.19708	-0.19781	-0.19837	-0.19871	-0.19879	-0.19861	-0.19814	-0.1974	-0.19642	-0.19524	-0.19392	-0.19252	-0.19109	-0.1897	-0.1884	-0.18724	-0.18627	-0.18551	-0.18501	-0.18479	-0.1849	-0.18536	-0.18618	-0.18739	-0.18895	-0.19083	-0.1929	-0.195	-0.19688	-0.19825	-0.19886	-0.19854	-0.19727	-0.19517	-0.19247	-0.18937	-0.18607	-0.18262	-0.17901	-0.17511	-0.17067	-0.16531	-0.15848	-0.14942	-0.13723	-0.12145	-0.10372	-0.090214	-0.088875	-0.099706	-0.11477	-0.1279	-0.13746	-0.14391	-0.14817	-0.15102	-0.15307	-0.1548	-0.15662	-0.15893	-0.16216	-0.16678	-0.17326	-0.18194	-0.19255	-0.20366	-0.21245	-0.21636	-0.21567	-0.21343	-0.21277	-0.21484	-0.21835	-0.2201	-0.21695	-0.20862	-0.19777	-0.18738	-0.17919	-0.17389	-0.17178	-0.17325	-0.17882	-0.18871	-0.20103	-0.20948	-0.20602	-0.19059	-0.17108	-0.15366	-0.13998	-0.12959	-0.12165	-0.11544	-0.11044	-0.10632
-0.077566	-0.077217	-0.076833	-0.07642	-0.075988	-0.075555	-0.075144	-0.074782	-0.074498	-0.074323	-0.074279	-0.074377	-0.074615	-0.074969	-0.075398	-0.075843	-0.076231	-0.076482	-0.076513	-0.076243	-0.075598	-0.074521	-0.072979	-0.070975	-0.06857	-0.065888	-0.063125	-0.060523	-0.058321	-0.056702	-0.055771	-0.055586	-0.056235	-0.05788	-0.060719	-0.064859	-0.070197	-0.076405	-0.083034	-0.089656	-0.095952	-0.10173	-0.10692	-0.11151	-0.11551	-0.11898	-0.12195	-0.12446	-0.12653	-0.12816	-0.12934	-0.13004	-0.13017	-0.12964	-0.12828	-0.12586	-0.12212	-0.11674	-0.1096	-0.10114	-0.093008	-0.088235	-0.089642	-0.097231	-0.10819	-0.1195	-0.12952	-0.13781	-0.14452	-0.14995	-0.1544	-0.1581	-0.16123	-0.16392	-0.16626	-0.16832	-0.17015	-0.17179	-0.17326	-0.17459	-0.1758	-0.1769	-0.17792	-0.17886	-0.17974	-0.18058	-0.18138	-0.18216	-0.18293	-0.18371	-0.1845	-0.18531	-0.18615	-0.18703	-0.18796	-0.18894	-0.18997	-0.19105	-0.19218	-0.19335	-0.19455	-0.19577	-0.19696	-0.19811	-0.19916	-0.20006	-0.20077	-0.20121	-0.20135	-0.20114	-0.20057	-0.19966	-0.19845	-0.19698	-0.19534	-0.19361	-0.19185	-0.19014	-0.18854	-0.18711	-0.18589	-0.18493	-0.18427	-0.18394	-0.18399	-0.18446	-0.18538	-0.1868	-0.18872	-0.19112	-0.19387	-0.19679	-0.19951	-0.2016	-0.20261	-0.20225	-0.2005	-0.19761	-0.19398	-0.18998	-0.18589	-0.18182	-0.17774	-0.17351	-0.16889	-0.16357	-0.15714	-0.14923	-0.1396	-0.12862	-0.11789	-0.11039	-0.10892	-0.1135	-0.12131	-0.12938	-0.13608	-0.14106	-0.14452	-0.14686	-0.14849	-0.14979	-0.15116	-0.15302	-0.1559	-0.16048	-0.16765	-0.17844	-0.1935	-0.21137	-0.22613	-0.23018	-0.22397	-0.21607	-0.21343	-0.21806	-0.22775	-0.23539	-0.2323	-0.21798	-0.20011	-0.1848	-0.17383	-0.16708	-0.16432	-0.16597	-0.17348	-0.18941	-0.215	-0.23904	-0.23571	-0.20496	-0.17245	-0.14923	-0.13385	-0.12339	-0.1159	-0.11026	-0.10581	-0.10217
-0.077042	-0.076609	-0.076124	-0.075592	-0.075025	-0.074442	-0.07387	-0.073347	-0.072916	-0.072621	-0.0725	-0.072576	-0.072851	-0.073301	-0.073873	-0.074491	-0.075061	-0.07548	-0.075639	-0.075432	-0.074761	-0.073542	-0.071718	-0.06928	-0.066297	-0.062952	-0.059562	-0.056556	-0.054388	-0.05339	-0.053672	-0.055133	-0.057581	-0.06086	-0.064888	-0.069612	-0.074933	-0.080669	-0.086583	-0.092433	-0.098018	-0.1032	-0.10792	-0.11213	-0.11586	-0.1191	-0.12189	-0.12424	-0.12617	-0.12768	-0.12874	-0.12933	-0.12938	-0.12882	-0.12755	-0.12543	-0.12235	-0.11826	-0.11331	-0.10807	-0.10366	-0.10158	-0.10301	-0.10795	-0.11523	-0.12336	-0.13123	-0.13828	-0.14437	-0.14955	-0.15396	-0.15773	-0.16098	-0.1638	-0.16628	-0.16848	-0.17042	-0.17217	-0.17373	-0.17513	-0.1764	-0.17754	-0.17859	-0.17955	-0.18044	-0.18128	-0.18208	-0.18286	-0.18362	-0.1844	-0.18519	-0.18601	-0.18687	-0.18778	-0.18874	-0.18977	-0.19087	-0.19204	-0.19328	-0.19458	-0.19594	-0.19733	-0.19873	-0.2001	-0.20139	-0.20252	-0.20343	-0.20403	-0.20425	-0.20403	-0.20336	-0.20224	-0.20073	-0.1989	-0.19686	-0.19471	-0.19255	-0.19046	-0.18851	-0.18676	-0.18527	-0.18406	-0.1832	-0.18271	-0.18266	-0.1831	-0.18409	-0.18571	-0.18801	-0.19102	-0.19467	-0.19874	-0.20277	-0.20604	-0.20777	-0.20739	-0.20489	-0.20079	-0.19583	-0.19066	-0.18568	-0.18101	-0.1766	-0.17229	-0.16781	-0.16291	-0.15732	-0.15085	-0.14354	-0.13585	-0.12884	-0.12397	-0.12238	-0.12407	-0.1279	-0.13241	-0.13653	-0.13975	-0.14199	-0.14341	-0.14422	-0.14472	-0.14522	-0.14612	-0.14799	-0.15163	-0.15838	-0.17037	-0.19076	-0.22122	-0.251	-0.25474	-0.23301	-0.21256	-0.20622	-0.21532	-0.23825	-0.26191	-0.25936	-0.22995	-0.19906	-0.17762	-0.16427	-0.15639	-0.15263	-0.15308	-0.15974	-0.17849	-0.22008	-0.27253	-0.26939	-0.21063	-0.16255	-0.137	-0.12301	-0.11434	-0.10837	-0.10392	-0.10039	-0.097465
-0.07657	-0.076053	-0.075463	-0.074802	-0.07408	-0.073317	-0.072548	-0.071821	-0.071197	-0.070743	-0.070519	-0.07057	-0.070908	-0.071506	-0.072298	-0.073185	-0.074043	-0.074738	-0.075132	-0.075088	-0.074476	-0.073174	-0.071083	-0.068148	-0.064411	-0.060083	-0.055618	-0.051732	-0.049244	-0.048759	-0.050379	-0.053701	-0.058112	-0.063095	-0.068351	-0.073753	-0.079242	-0.084756	-0.090205	-0.095485	-0.10049	-0.10515	-0.10942	-0.11326	-0.11668	-0.11968	-0.12227	-0.12445	-0.12624	-0.12764	-0.12861	-0.12914	-0.1292	-0.12872	-0.12766	-0.12596	-0.12362	-0.12069	-0.11742	-0.11426	-0.11192	-0.11121	-0.11265	-0.11626	-0.1215	-0.12759	-0.13382	-0.13974	-0.14513	-0.14993	-0.15416	-0.15787	-0.16114	-0.16403	-0.16659	-0.16887	-0.17091	-0.17273	-0.17435	-0.17581	-0.17711	-0.17828	-0.17934	-0.1803	-0.18119	-0.18202	-0.1828	-0.18356	-0.18431	-0.18507	-0.18585	-0.18667	-0.18753	-0.18846	-0.18946	-0.19054	-0.19171	-0.19296	-0.19432	-0.19576	-0.19729	-0.19889	-0.20053	-0.20218	-0.20376	-0.2052	-0.20639	-0.20723	-0.20759	-0.20739	-0.20659	-0.20521	-0.20332	-0.20103	-0.19849	-0.19583	-0.19318	-0.19064	-0.18828	-0.18616	-0.18434	-0.18286	-0.18174	-0.18105	-0.18084	-0.18118	-0.18217	-0.18392	-0.18658	-0.19026	-0.19501	-0.2007	-0.20676	-0.21208	-0.21513	-0.21475	-0.21093	-0.2048	-0.19784	-0.19111	-0.18512	-0.17992	-0.17537	-0.17121	-0.16716	-0.16297	-0.15841	-0.15338	-0.14796	-0.1425	-0.13762	-0.13405	-0.13233	-0.13245	-0.13391	-0.13595	-0.13793	-0.13944	-0.14031	-0.14056	-0.14028	-0.13965	-0.13889	-0.13831	-0.13837	-0.13982	-0.14406	-0.15394	-0.17596	-0.22134	-0.27849	-0.28137	-0.23047	-0.19313	-0.18362	-0.19697	-0.23773	-0.29126	-0.2899	-0.23299	-0.18658	-0.16239	-0.14949	-0.1418	-0.13701	-0.13453	-0.13522	-0.14291	-0.16771	-0.2055	-0.20261	-0.159	-0.12829	-0.11449	-0.10736	-0.10279	-0.099419	-0.096702	-0.094392	-0.092356
-0.076168	-0.075571	-0.074875	-0.074076	-0.073178	-0.072201	-0.071185	-0.070193	-0.069308	-0.068631	-0.06826	-0.068271	-0.068697	-0.06951	-0.070625	-0.071905	-0.073188	-0.074299	-0.075063	-0.075313	-0.074883	-0.073603	-0.071307	-0.067847	-0.06316	-0.057396	-0.05112	-0.045474	-0.042002	-0.041932	-0.045349	-0.051202	-0.058112	-0.065088	-0.071681	-0.077804	-0.083519	-0.088903	-0.093999	-0.098811	-0.10332	-0.10751	-0.11134	-0.11482	-0.11792	-0.12066	-0.12304	-0.12506	-0.12671	-0.12801	-0.12892	-0.12944	-0.12954	-0.12921	-0.12842	-0.12716	-0.12549	-0.12351	-0.12145	-0.11964	-0.11853	-0.11857	-0.12002	-0.12291	-0.12695	-0.13171	-0.13676	-0.14176	-0.14651	-0.15089	-0.15487	-0.15846	-0.16169	-0.16458	-0.16718	-0.16952	-0.17161	-0.17348	-0.17514	-0.17663	-0.17796	-0.17914	-0.18019	-0.18114	-0.182	-0.18279	-0.18354	-0.18427	-0.18499	-0.18572	-0.18647	-0.18728	-0.18814	-0.18908	-0.1901	-0.19122	-0.19245	-0.19379	-0.19526	-0.19685	-0.19857	-0.2004	-0.20233	-0.20431	-0.20628	-0.20812	-0.20972	-0.2109	-0.2115	-0.21136	-0.21043	-0.20871	-0.20631	-0.20342	-0.20024	-0.19694	-0.1937	-0.19062	-0.18779	-0.18527	-0.18308	-0.18127	-0.17987	-0.17892	-0.17848	-0.17862	-0.17949	-0.18124	-0.18411	-0.18838	-0.19436	-0.20218	-0.21142	-0.22042	-0.22615	-0.22578	-0.21932	-0.20956	-0.1995	-0.19076	-0.18372	-0.17817	-0.17374	-0.17002	-0.16667	-0.1634	-0.15999	-0.15634	-0.15247	-0.14859	-0.14504	-0.14219	-0.14033	-0.13946	-0.13935	-0.13961	-0.13985	-0.13979	-0.13928	-0.13824	-0.13671	-0.13473	-0.13241	-0.12991	-0.12744	-0.12543	-0.12463	-0.12666	-0.13596	-0.16307	-0.20418	-0.20578	-0.16795	-0.14457	-0.1407	-0.14991	-0.17805	-0.2195	-0.21993	-0.17897	-0.15007	-0.13718	-0.13005	-0.12457	-0.11926	-0.11322	-0.10495	-0.090341	-0.059155	-0.015435	-0.012816	-0.051295	-0.077225	-0.08656	-0.089509	-0.09016	-0.08985	-0.089096	-0.088125	-0.087052
