-0.0025575	-0.0078749	-0.0152	-0.029535	-0.059459	-0.094636	-0.1067	-0.098831	-0.089162	-0.083585	-0.081123	-0.080162	-0.080065	-0.081449	-0.086368	-0.098793	-0.12553	-0.1585	-0.09318	0.093359	0.15597	0.11773	0.083506	0.062106	0.047778
0.0040904	8.9325e-05	-0.0018807	-0.0090009	-0.060256	-0.14108	-0.14764	-0.11259	-0.09241	-0.085794	-0.084111	-0.083168	-0.081434	-0.079233	-0.078569	-0.082372	-0.092167	-0.096616	-0.04677	0.056867	0.10325	0.091868	0.071927	0.055684	0.043406
0.010974	0.0054572	0.0069065	0.01085	-0.072956	-0.21871	-0.18345	-0.10282	-0.08306	-0.083898	-0.086747	-0.087254	-0.083573	-0.075665	-0.066182	-0.058796	-0.053562	-0.042372	-0.010961	0.034436	0.061655	0.064096	0.05566	0.045244	0.035956
0.019384	0.0046824	-0.0096378	-0.02772	-0.14102	-0.27039	-0.1516	-0.055201	-0.063908	-0.081408	-0.091941	-0.095792	-0.090472	-0.073956	-0.05107	-0.031664	-0.018717	-0.0065175	0.01071	0.030268	0.042981	0.045179	0.040446	0.033341	0.026531
0.036638	0.0046708	-0.047585	-0.105	-0.20064	-0.24243	-0.10473	-0.034956	-0.059701	-0.085767	-0.10319	-0.11341	-0.10978	-0.079774	-0.031023	0.003498	0.016884	0.02277	0.028666	0.034189	0.036097	0.03316	0.027209	0.02086	0.015676
0.076373	0.023518	-0.091402	-0.16538	-0.19921	-0.18614	-0.10671	-0.06568	-0.076528	-0.098005	-0.12032	-0.14273	-0.15356	-0.10438	0.003431	0.057966	0.057787	0.050684	0.046492	0.042204	0.034681	0.024248	0.014139	0.006998	0.003178
0.12836	0.060353	-0.13403	-0.21073	-0.1875	-0.15214	-0.11152	-0.089131	-0.092338	-0.11012	-0.13641	-0.17321	-0.21073	-0.14443	0.047967	0.12045	0.094955	0.074493	0.064491	0.054149	0.036778	0.014828	-0.0023736	-0.010391	-0.011684
0.12597	0.05976	-0.12978	-0.19672	-0.16137	-0.12519	-0.099693	-0.088932	-0.095458	-0.11509	-0.14288	-0.1797	-0.21569	-0.14685	0.048657	0.12471	0.10337	0.087919	0.083378	0.074674	0.044906	-0.00046343	-0.029279	-0.034502	-0.029376
0.067882	0.018841	-0.084028	-0.12852	-0.11362	-0.089573	-0.072728	-0.070122	-0.08538	-0.11307	-0.14148	-0.16385	-0.16938	-0.11217	0.0050839	0.070173	0.082121	0.089987	0.10499	0.11468	0.068896	-0.032318	-0.077878	-0.066948	-0.048252
0.018843	-0.01147	-0.05355	-0.073319	-0.065095	-0.046359	-0.031219	-0.031825	-0.061549	-0.11162	-0.14652	-0.15446	-0.13895	-0.094143	-0.02942	0.022222	0.054462	0.082984	0.12146	0.16363	0.10521	-0.076579	-0.13633	-0.096687	-0.062122
-0.010821	-0.030054	-0.045996	-0.044756	-0.025197	0.00083165	0.024574	0.033965	-0.017134	-0.12517	-0.17587	-0.16458	-0.13513	-0.095855	-0.050613	-0.0079846	0.029053	0.065599	0.11055	0.15701	0.10118	-0.079135	-0.13805	-0.097897	-0.062978
-0.03294	-0.050642	-0.058111	-0.037026	0.0093748	0.050881	0.084527	0.11355	0.041033	-0.15269	-0.2203	-0.18243	-0.14144	-0.10478	-0.067976	-0.031246	0.0046322	0.039974	0.074535	0.096541	0.057903	-0.039377	-0.082737	-0.070438	-0.05075
-0.052244	-0.079068	-0.097198	-0.055045	0.049277	0.10743	0.12379	0.13784	0.05655	-0.14254	-0.21405	-0.18011	-0.14438	-0.11475	-0.085244	-0.053391	-0.019244	0.014207	0.040725	0.050168	0.030064	-0.010393	-0.036521	-0.039939	-0.033342
-0.065113	-0.10557	-0.14998	-0.092049	0.09256	0.1596	0.13151	0.10052	0.026211	-0.096097	-0.15708	-0.15617	-0.14181	-0.12525	-0.10519	-0.07834	-0.042983	-0.005151	0.022488	0.031656	0.022612	0.004047	-0.011247	-0.017505	-0.016952
-0.064487	-0.10461	-0.14902	-0.09207	0.089556	0.14982	0.10824	0.060431	0.0013212	-0.067516	-0.1153	-0.13517	-0.14035	-0.13898	-0.13201	-0.11312	-0.07061	-0.013344	0.024003	0.032621	0.025603	0.013732	0.0036143	-0.0019327	-0.0033358
-0.050444	-0.075898	-0.093382	-0.053219	0.043798	0.084863	0.065783	0.030339	-0.013078	-0.059827	-0.099526	-0.12686	-0.14439	-0.15718	-0.16871	-0.16965	-0.11313	-0.0015179	0.052598	0.047726	0.032881	0.021002	0.013305	0.0093128	0.0079056
-0.030478	-0.044684	-0.048904	-0.028275	0.010466	0.033065	0.029274	0.0086667	-0.02271	-0.060307	-0.097509	-0.12861	-0.15296	-0.1755	-0.20542	-0.23697	-0.16748	0.02469	0.093701	0.062497	0.036255	0.023916	0.019175	0.017966	0.017829
-0.009669	-0.021392	-0.027615	-0.021879	-0.0069193	0.0056476	0.0077621	-0.0023722	-0.025539	-0.061306	-0.10259	-0.13807	-0.16408	-0.18679	-0.21687	-0.24909	-0.18067	0.010432	0.078992	0.048825	0.026022	0.019639	0.021758	0.025777	0.027979
