-0.053756	-0.060607	-0.06975	-0.08212	-0.088786	-0.070866	-0.036864	-0.012825	-0.0020011	0.0031244	0.0069084	0.010353	0.012924	0.013525	0.010955	0.0037733	-0.011609	-0.044583	-0.090312	-0.09456	-0.056973	-0.03104	-0.020816	-0.016219	-0.013356
-0.058244	-0.06523	-0.075345	-0.096579	-0.11669	-0.081705	-0.018249	0.0070133	0.0080073	0.0068695	0.0082656	0.011262	0.013691	0.012898	0.0061723	-0.0093137	-0.038686	-0.091337	-0.15413	-0.15992	-0.10833	-0.065618	-0.043761	-0.032084	-0.024727
-0.063141	-0.068014	-0.068176	-0.067586	-0.05394	0.011739	0.061779	0.042517	0.016847	0.0074838	0.0078813	0.012651	0.017675	0.018248	0.0098661	-0.0097189	-0.040709	-0.081434	-0.11892	-0.12662	-0.10424	-0.077527	-0.057815	-0.044158	-0.034236
-0.071545	-0.076784	-0.061134	-0.010258	0.074204	0.12868	0.098288	0.037724	0.0062338	-0.00086844	0.0032881	0.013606	0.026077	0.033015	0.02515	0.0012676	-0.031272	-0.064498	-0.090139	-0.099987	-0.094079	-0.080488	-0.065852	-0.052686	-0.041516
-0.086066	-0.10528	-0.088386	-0.028609	0.026329	0.0033485	-0.041887	-0.039244	-0.027448	-0.01898	-0.0073704	0.011634	0.039069	0.063041	0.056975	0.020294	-0.021095	-0.054435	-0.077609	-0.089571	-0.090699	-0.08369	-0.07214	-0.059152	-0.046816
-0.095379	-0.1455	-0.13814	-0.078342	-0.054506	-0.092065	-0.11297	-0.084115	-0.056641	-0.040873	-0.02562	-0.00080978	0.045074	0.099698	0.096081	0.033831	-0.020584	-0.05438	-0.076557	-0.090459	-0.095576	-0.091327	-0.079685	-0.064783	-0.050283
-0.049224	-0.087581	-0.087484	-0.054059	-0.048873	-0.072676	-0.088658	-0.083155	-0.072271	-0.062964	-0.052629	-0.036303	-0.0042797	0.038537	0.037808	-0.0069347	-0.042349	-0.064504	-0.08318	-0.10012	-0.11034	-0.10679	-0.090344	-0.069645	-0.051288
0.053064	0.095104	0.092716	0.042756	-0.0033364	-0.038329	-0.063596	-0.078148	-0.084826	-0.086058	-0.084622	-0.087423	-0.10757	-0.14277	-0.14015	-0.10019	-0.077202	-0.076581	-0.090407	-0.11553	-0.13932	-0.13556	-0.10425	-0.071246	-0.047761
0.1006	0.15828	0.15681	0.093482	0.032905	-0.012111	-0.049128	-0.0803	-0.10283	-0.11253	-0.11361	-0.12106	-0.15246	-0.19811	-0.19176	-0.1334	-0.089991	-0.075509	-0.084743	-0.122	-0.17247	-0.16847	-0.10938	-0.061333	-0.036087
0.092021	0.12439	0.12679	0.095377	0.052242	0.0073817	-0.039733	-0.09018	-0.13414	-0.14846	-0.13651	-0.12801	-0.13624	-0.14935	-0.1394	-0.10527	-0.072542	-0.05328	-0.049769	-0.068863	-0.10412	-0.10041	-0.056905	-0.026784	-0.01387
0.074678	0.096708	0.1071	0.099087	0.07171	0.02896	-0.025335	-0.096317	-0.17175	-0.18733	-0.14549	-0.11425	-0.10469	-0.10041	-0.087957	-0.06542	-0.039986	-0.016557	0.0075027	0.043465	0.0889	0.091497	0.052112	0.024848	0.013965
