0.12068	0.12179	0.12191	0.12043	0.11649	0.10911	0.097573	0.082163	0.06462	0.047649	0.033605	0.023541	0.017242	0.013797	0.012137	0.011342	0.010752	0.0099968	0.0089754	0.0077903	0.0066466	0.0057389	0.0051707	0.0049316	0.0049254	0.0050219	0.0051079	0.005123	0.0050768	0.005047	0.0051651	0.005597	0.006523	0.0080976	0.010314	0.012537	0.012033	0.00057136	-0.03487	-0.08669	-0.12159	-0.13202	-0.13109	-0.12713	-0.12297	-0.11932	-0.11622	-0.11357	-0.11125	-0.10913
0.12941	0.13196	0.1338	0.1342	0.13185	0.12487	0.11124	0.09048	0.065515	0.041867	0.023983	0.013067	0.0079058	0.0064914	0.0069812	0.0080082	0.0086972	0.0086269	0.0077891	0.0064983	0.0052143	0.0043282	0.0040193	0.00424	0.0047946	0.0054454	0.0059996	0.0063648	0.0065705	0.0067611	0.0071716	0.008107	0.0099552	0.013249	0.018765	0.027533	0.03966	0.04346	-0.0095606	-0.11814	-0.17045	-0.16532	-0.1514	-0.14053	-0.13273	-0.12705	-0.12275	-0.11933	-0.11646	-0.11393
0.13842	0.14279	0.14706	0.15058	0.1518	0.14752	0.1327	0.10355	0.064842	0.029678	0.0069815	-0.0032713	-0.00513	-0.002632	0.0013705	0.0050876	0.0074724	0.0080814	0.0070813	0.0051857	0.0033447	0.0022995	0.002313	0.003208	0.0045762	0.0059829	0.0071016	0.0077859	0.0080942	0.0082662	0.0086653	0.0097271	0.011984	0.016233	0.023947	0.038211	0.065163	0.096556	0.028107	-0.16266	-0.23014	-0.19697	-0.1677	-0.15083	-0.14041	-0.13345	-0.12843	-0.12456	-0.12135	-0.11853
0.14726	0.15365	0.16093	0.169	0.17685	0.18069	0.16998	0.12794	0.059711	0.0033867	-0.023026	-0.027914	-0.022294	-0.013081	-0.0038374	0.0035945	0.0081273	0.009245	0.0073134	0.0037776	0.00058937	-0.00086584	-0.00031238	0.0017007	0.0043389	0.0068398	0.0086732	0.0096146	0.0097746	0.0095543	0.0095082	0.01019	0.012121	0.015988	0.023149	0.036667	0.062772	0.093383	0.024351	-0.16676	-0.2344	-0.20128	-0.17204	-0.15522	-0.14488	-0.13799	-0.13302	-0.12915	-0.12587	-0.12293
0.15536	0.16358	0.17388	0.18725	0.20481	0.22611	0.23674	0.17992	0.04381	-0.052246	-0.07386	-0.062229	-0.042484	-0.0233	-0.0071298	0.0050801	0.012346	0.013665	0.0092546	0.0019065	-0.0041127	-0.0061823	-0.0044373	-0.00041382	0.0042795	0.008416	0.011195	0.012276	0.011862	0.010664	0.0096109	0.0094246	0.010422	0.012701	0.016592	0.023011	0.032417	0.033725	-0.021083	-0.13063	-0.18331	-0.17826	-0.16439	-0.15367	-0.14612	-0.1407	-0.13658	-0.13316	-0.13009	-0.12716
0.16214	0.1715	0.1838	0.2012	0.22779	0.27088	0.32235	0.26613	0.031144	-0.13584	-0.14566	-0.10173	-0.061253	-0.030332	-0.006503	0.011469	0.022695	0.024327	0.01447	-0.0016582	-0.013307	-0.015529	-0.010823	-0.0031248	0.0048466	0.011424	0.015508	0.016527	0.014773	0.011589	0.0087661	0.0074309	0.0074802	0.0079209	0.0075765	0.0054586	-0.00032162	-0.0165	-0.055028	-0.10821	-0.14334	-0.1536	-0.1526	-0.14891	-0.14527	-0.14218	-0.13946	-0.13686	-0.13419	-0.13136
0.16728	0.17665	0.18889	0.20657	0.23468	0.28283	0.34907	0.32078	0.070999	-0.1773	-0.20119	-0.1278	-0.070098	-0.030572	-0.0003759	0.024212	0.042606	0.047719	0.02719	-0.010978	-0.033225	-0.031849	-0.019928	-0.005935	0.0068882	0.016998	0.023034	0.023754	0.019209	0.01202	0.006198	0.0038954	0.0041241	0.0039919	0.00027861	-0.0091756	-0.024741	-0.046408	-0.074332	-0.10397	-0.12636	-0.13813	-0.1426	-0.14377	-0.14377	-0.14326	-0.14226	-0.14065	-0.13844	-0.13571
0.17097	0.1791	0.18891	0.2023	0.22253	0.25368	0.29074	0.27706	0.10936	-0.12333	-0.17443	-0.11519	-0.061791	-0.022338	0.010749	0.042127	0.073734	0.094873	0.057629	-0.036348	-0.074946	-0.056758	-0.030275	-0.0073555	0.011639	0.02663	0.036069	0.036761	0.026612	0.010685	-0.00049636	-0.0024805	0.0010796	0.0038226	-0.00089605	-0.017616	-0.043374	-0.069305	-0.090861	-0.10818	-0.12118	-0.12988	-0.13552	-0.13956	-0.1427	-0.14484	-0.14567	-0.14507	-0.14322	-0.14043
0.17397	0.18004	0.18559	0.19143	0.19903	0.20851	0.21302	0.18804	0.09219	-0.040613	-0.09143	-0.072293	-0.039918	-0.0082867	0.023298	0.058725	0.10482	0.15377	0.10159	-0.073924	-0.12686	-0.079535	-0.036146	-0.0049307	0.020134	0.041468	0.057842	0.061858	0.041017	0.0032881	-0.017784	-0.014658	-0.0011934	0.011272	0.011216	-0.015759	-0.062886	-0.097331	-0.1113	-0.11677	-0.12058	-0.1247	-0.12986	-0.13611	-0.14259	-0.14777	-0.15056	-0.15078	-0.14893	-0.14573
0.17757	0.18165	0.18215	0.17867	0.17264	0.16518	0.15236	0.12338	0.068704	0.0051914	-0.029742	-0.031236	-0.01594	0.0061504	0.032535	0.065076	0.10957	0.15768	0.10515	-0.070352	-0.12296	-0.074928	-0.030317	0.0030056	0.031847	0.060291	0.089941	0.10995	0.072397	-0.020911	-0.057536	-0.035501	-0.0024985	0.02951	0.048465	0.0063996	-0.09507	-0.14382	-0.1382	-0.12626	-0.11954	-0.11843	-0.12291	-0.13232	-0.14384	-0.15329	-0.15815	-0.15856	-0.15596	-0.15173
